GLOBAL UNIQUE IDENTIFIER,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,LOCALITY ID,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,OBSERVER NAME,OBSERVATION TYPE,DURATION MINUTES,NUMBER OBSERVERS,ALL SPECIES REPORTED,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS419513255,Wood Duck,Aix sponsa,3,L1210588,2016-07-22,7:30:00 AM,obsr219721,,Traveling,250,2,1,Adult female w two young.
URN:CornellLabOfOrnithology:EBIRD:OBS420252176,Yellow-billed Cuckoo,Coccyzus americanus,1,L1210588,2016-07-26,7:10:00 AM,obsr219721,,Traveling,300,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997884,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257936,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257932,Black Vulture,Coragyps atratus,3,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997880,Black Vulture,Coragyps atratus,3,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997885,Blue-gray Gnatcatcher,Polioptila caerulea,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257937,Blue-gray Gnatcatcher,Polioptila caerulea,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997874,Carolina Chickadee,Poecile carolinensis,2,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257926,Carolina Chickadee,Poecile carolinensis,2,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997878,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257930,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997876,Downy Woodpecker,Dryobates pubescens,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257928,Downy Woodpecker,Dryobates pubescens,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997887,European Starling,Sturnus vulgaris,10,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257939,European Starling,Sturnus vulgaris,10,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257938,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997886,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257924,Great-tailed Grackle,Quiscalus mexicanus,8,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997872,Great-tailed Grackle,Quiscalus mexicanus,8,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997881,Ladder-backed Woodpecker,Dryobates scalaris,2,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257933,Ladder-backed Woodpecker,Dryobates scalaris,2,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997882,Least Flycatcher,Empidonax minimus,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257934,Least Flycatcher,Empidonax minimus,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997873,Loggerhead Shrike,Lanius ludovicianus,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257925,Loggerhead Shrike,Lanius ludovicianus,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997883,Northern Cardinal,Cardinalis cardinalis,4,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257935,Northern Cardinal,Cardinalis cardinalis,4,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257927,Northern Mockingbird,Mimus polyglottos,5,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997875,Northern Mockingbird,Mimus polyglottos,5,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257923,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997871,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257931,Summer Tanager,Piranga rubra,1,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997879,Summer Tanager,Piranga rubra,1,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430447491,White-eyed Vireo,Vireo griseus,2,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997888,White-eyed Vireo,Vireo griseus,2,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS430257929,White-winged Dove,Zenaida asiatica,5,L1210588,2016-09-16,12:13:00 PM,obsr219721,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450997877,White-winged Dove,Zenaida asiatica,5,L1210588,2016-09-16,12:13:00 PM,obsr263479,,Traveling,95,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610071,Black Vulture,Coragyps atratus,10,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046157,Black Vulture,Coragyps atratus,9,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614274,Black Vulture,Coragyps atratus,7,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610067,Blue Jay,Cyanocitta cristata,2,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046153,Blue Jay,Cyanocitta cristata,2,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614264,Blue Jay,Cyanocitta cristata,9,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000011,Blue Jay,Cyanocitta cristata,2,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046150,Blue-headed Vireo,Vireo solitarius,1,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610072,Blue-headed Vireo,Vireo solitarius,1,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614266,Blue-headed Vireo,Vireo solitarius,2,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614276,Carolina Wren,Thryothorus ludovicianus,7,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046149,Carolina Wren,Thryothorus ludovicianus,5,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,heard
URN:CornellLabOfOrnithology:EBIRD:OBS438000014,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046152,Common Raven,Corvus corax,2,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610068,Common Raven,Corvus corax,2,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614263,Common Raven,Corvus corax,2,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610075,Eastern Phoebe,Sayornis phoebe,3,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614271,Eastern Phoebe,Sayornis phoebe,10,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046158,Eastern Phoebe,Sayornis phoebe,3,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046151,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,heard
URN:CornellLabOfOrnithology:EBIRD:OBS437610066,Golden-fronted Woodpecker,Melanerpes aurifrons,2,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614262,Golden-fronted Woodpecker,Melanerpes aurifrons,2,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610070,Great-tailed Grackle,Quiscalus mexicanus,4,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000012,Great-tailed Grackle,Quiscalus mexicanus,6,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046154,Great-tailed Grackle,Quiscalus mexicanus,1,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000013,House Finch,Haemorhous mexicanus,4,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000017,House Sparrow,Passer domesticus,5,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614275,Ladder-backed Woodpecker,Dryobates scalaris,1,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000018,Lesser Goldfinch,Spinus psaltria,2,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046159,Western/Eastern Meadowlark,Sturnella neglecta/magna,2,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614273,Western/Eastern Meadowlark,Sturnella neglecta/magna,3,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610076,Western/Eastern Meadowlark,Sturnella neglecta/magna,2,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610069,Mourning Dove,Zenaida macroura,2,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614269,Mourning Dove,Zenaida macroura,5,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046155,Mourning Dove,Zenaida macroura,2,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614268,Nashville Warbler,Leiothlypis ruficapilla,1,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614265,Northern Cardinal,Cardinalis cardinalis,1,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000015,Northern Cardinal,Cardinalis cardinalis,3,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614270,Orange-crowned Warbler,Leiothlypis celata,4,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452046156,Orange-crowned Warbler,Leiothlypis celata,1,L1210588,2016-10-21,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610074,Orange-crowned Warbler,Leiothlypis celata,1,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS438000016,White-winged Dove,Zenaida asiatica,11,L1210588,2016-10-23,9:37:00 AM,obsr143107,,Traveling,105,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437610073,White-winged Dove,Zenaida asiatica,1,L1210588,2016-10-21,9:36:00 AM,obsr687413,,Traveling,70,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614267,White-winged Dove,Zenaida asiatica,1,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS437614272,Yellow-rumped Warbler,Setophaga coronata,2,L1210588,2016-10-21,9:07:00 AM,obsr201422,,Traveling,120,9,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939710,American Robin,Turdus migratorius,7,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939708,Black-crested Titmouse,Baeolophus atricristatus,3,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939714,Carolina Wren,Thryothorus ludovicianus,7,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452047312,Carolina Wren,Thryothorus ludovicianus,1,L1210588,2016-11-18,8:30:00 AM,obsr560136,,Traveling,120,20,1,heard
URN:CornellLabOfOrnithology:EBIRD:OBS443939707,Cedar Waxwing,Bombycilla cedrorum,5,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939709,Couch's Kingbird,Tyrannus couchii,1,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939717,Eastern Phoebe,Sayornis phoebe,4,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452047313,Eastern Phoebe,Sayornis phoebe,2,L1210588,2016-11-18,8:30:00 AM,obsr560136,,Traveling,120,20,1,1 heard
URN:CornellLabOfOrnithology:EBIRD:OBS443939718,House Finch,Haemorhous mexicanus,3,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939705,Northern House Wren,Troglodytes aedon,1,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939712,Ladder-backed Woodpecker,Dryobates scalaris,1,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939716,Western/Eastern Meadowlark,Sturnella neglecta/magna,5,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939713,Northern Cardinal,Cardinalis cardinalis,6,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939711,Orange-crowned Warbler,Leiothlypis celata,5,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452047314,Orange-crowned Warbler,Leiothlypis celata,3,L1210588,2016-11-18,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939715,Ruby-crowned Kinglet,Corthylio calendula,8,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452047316,Ruby-crowned Kinglet,Corthylio calendula,8,L1210588,2016-11-18,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939704,White-winged Dove,Zenaida asiatica,5,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS443939706,Yellow-rumped Warbler,Setophaga coronata,4,L1210588,2016-11-18,8:45:00 AM,obsr201422,,Traveling,60,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS452047315,Yellow-rumped Warbler,Setophaga coronata,1,L1210588,2016-11-18,8:30:00 AM,obsr560136,,Traveling,120,20,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390457,American Robin,Turdus migratorius,40,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367768,American Robin,Turdus migratorius,40,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367763,Carolina Wren,Thryothorus ludovicianus,1,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390454,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367767,Cedar Waxwing,Bombycilla cedrorum,50,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390455,Cedar Waxwing,Bombycilla cedrorum,50,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367762,Eastern Phoebe,Sayornis phoebe,1,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390449,Eastern Phoebe,Sayornis phoebe,1,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367770,Ladder-backed Woodpecker,Dryobates scalaris,2,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390458,Ladder-backed Woodpecker,Dryobates scalaris,4,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367764,Northern Cardinal,Cardinalis cardinalis,2,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390451,Northern Cardinal,Cardinalis cardinalis,2,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367765,Northern Mockingbird,Mimus polyglottos,1,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390452,Northern Mockingbird,Mimus polyglottos,1,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390456,Red-winged Blackbird,Agelaius phoeniceus,5,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,females
URN:CornellLabOfOrnithology:EBIRD:OBS450367766,Red-winged Blackbird,Agelaius phoeniceus,1,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390453,Ruby-crowned Kinglet,Corthylio calendula,2,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367771,Ruby-crowned Kinglet,Corthylio calendula,2,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS449390450,White-winged Dove,Zenaida asiatica,16,L1210588,2016-12-16,8:30:00 AM,obsr219721,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS450367769,White-winged Dove,Zenaida asiatica,2,L1210588,2016-12-16,8:30:00 AM,obsr687413,,Traveling,120,8,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701744,Black-crested Titmouse,Baeolophus atricristatus,7,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701736,Black Vulture,Coragyps atratus,4,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701747,Blue Jay,Cyanocitta cristata,7,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701748,Carolina Chickadee,Poecile carolinensis,3,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701739,Cedar Waxwing,Bombycilla cedrorum,14,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701737,Great-tailed Grackle,Quiscalus mexicanus,13,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701743,House Sparrow,Passer domesticus,10,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701745,Ladder-backed Woodpecker,Dryobates scalaris,1,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701738,Northern Cardinal,Cardinalis cardinalis,11,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701740,Orange-crowned Warbler,Leiothlypis celata,1,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701741,Ruby-crowned Kinglet,Corthylio calendula,3,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701746,White-winged Dove,Zenaida asiatica,13,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS454701742,Yellow-rumped Warbler,Setophaga coronata,6,L1210588,2017-01-05,11:13:00 AM,obsr357024,,Traveling,120,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS471526178,American Goldfinch,Spinus tristis,1,L1210588,2017-02-18,9:38:00 AM,obsr854016,,Traveling,50,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS466771651,American Goldfinch,Spinus tristis,1,L1210588,2017-02-18,9:38:00 AM,obsr295181,,Traveling,50,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS466771642,American Robin,Turdus migratorius,7,L1210588,2017-02-18,9:38:00 AM,obsr295181,,Traveling,50,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS466550207,American Robin,Turdus migratorius,12,L1210588,2017-02-17,8:30:00 AM,obsr560136,,Traveling,135,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS471526169,American Robin,Turdus migratorius,7,L1210588,2017-02-18,9:38:00 AM,obsr854016,,Traveling,50,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS466413605,American Robin,Turdus migratorius,10,L1210588,2017-02-17,8:34:00 AM,obsr687413,,Traveling,120,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS465151757,American Robin,Turdus migratorius,5,L1210588,2017-02-12,8:06:00 AM,obsr225190,,Traveling,145,4,1,
URN:CornellLabOfOrnithology:EBIRD:OBS475927878,American Robin,Turdus migratorius,12,L1210588,2017-02-17,8:30:00 AM,obsr891386,,Traveling,135,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS463695953,American Robin,Turdus migratorius,22,L1210588,2017-02-06,8:50:00 AM,obsr219721,,Traveling,80,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS467943435,American Robin,Turdus migratorius,12,L1210588,2017-02-17,8:30:00 AM,obsr878030,,Traveling,135,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS471158784,American Robin,Turdus migratorius,12,L1210588,2017-02-17,8:30:00 AM,obsr505078,,Traveling,135,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS465148988,American Robin,Turdus migratorius,10,L1210588,2017-02-12,8:05:00 AM,obsr404492,,Traveling,138,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS466490642,American Robin,Turdus migratorius,12,L1210588,2017-02-17,8:30:00 AM,obsr219721,,Traveling,135,10,1,
URN:CornellLabOfOrnithology:EBIRD:OBS465315733,American Robin,Turdus migratorius,5,L1210588,2017-02-12,8:06:00 AM,obsr411395,,Traveling,145,4,1,
